id,first_name,last_name,gender,DOB,LoyaltyMember,EmailList,Source
57886,Michele,Delgado,F,1954-03-13,0.0,1.0,WalkIn
58610,Susan,Lee,F,1991-03-14,1.0,1.0,Referral
58624,Tyrone,Pratt,M,1989-01-07,1.0,1.0,WalkIn
58545,Lacey,Moore,F,1968-05-22,1.0,1.0,WalkIn
58347,Aaron,Mckinney,M,1973-01-09,1.0,1.0,WalkIn
58529,Taylor,Moss,F,2003-08-23,1.0,0.0,Social
58373,Kimberly,Salinas,F,1997-02-11,0.0,0.0,WalkIn
58044,Mark,Smith,M,1961-04-30,0.0,0.0,Social
58003,Craig,Nguyen,M,1958-01-12,0.0,1.0,Online
58417,Shane,Simmons,M,1972-08-09,1.0,1.0,Online
58514,Perry,Mcintyre,M,2006-02-08,0.0,0.0,WalkIn
58061,Jennifer,Forbes,F,1976-07-15,0.0,1.0,Social
58123,Ryan,Raymond,M,1965-08-09,0.0,0.0,Newspaper
58526,Samantha,Henderson,F,1973-07-07,1.0,0.0,WalkIn
58595,Robert,Davis,M,1997-10-01,1.0,1.0,WalkIn
58421,Yolanda,Morales,F,1971-07-17,1.0,1.0,Social
58527,Jeffrey,Carpenter,M,1998-06-01,1.0,1.0,WalkIn
58604,Jessica,Newton,F,1984-10-13,0.0,0.0,Referral
58628,Daniel,Rodriguez,M,1979-08-08,1.0,1.0,Online
57919,Gregory,Dunn,M,2005-05-23,0.0,0.0,Advertisement
58201,Jill,Phillips,F,1958-11-25,1.0,0.0,WalkIn
58600,Jeffrey,Gill,M,1974-02-25,0.0,1.0,Social
58591,Amanda,Dean,F,1993-02-05,1.0,1.0,Online
58239,Christina,Bryant,F,1992-12-25,1.0,1.0,Online
58597,Adrienne,Lang,F,1989-11-06,0.0,0.0,Social
58297,Kenneth,Wood,M,1978-02-06,1.0,0.0,Newspaper
58473,Denise,Smith,F,1984-12-25,0.0,1.0,Referral
58211,Christina,Olson,F,1979-07-06,0.0,1.0,WalkIn
57990,John,Bonilla,M,1993-04-22,0.0,0.0,Referral
57934,Michele,Garcia,F,1986-08-04,1.0,1.0,Online
58532,David,Robinson,M,1971-02-15,1.0,1.0,Online
58599,Kristin,Williams,F,1985-02-17,1.0,1.0,Advertisement
58326,Kenneth,Wilson,M,2001-07-09,1.0,1.0,Social
58407,Deborah,Frederick,F,1956-03-19,1.0,1.0,WalkIn
58622,Wyatt,Guerrero,M,1989-10-12,0.0,1.0,Advertisement
58775,Lynn,Johnson,F,1968-12-26,0.0,0.0,Newspaper
57988,Alexander,Farley,M,1966-05-01,1.0,0.0,WalkIn
58510,William,Olson,M,1973-03-09,1.0,0.0,WalkIn
58368,Thomas,Mahoney,M,1996-08-12,0.0,1.0,WalkIn
58351,Amy,Allen,F,2007-03-17,1.0,1.0,Newspaper
58627,Cassie,Morris,F,1962-03-17,0.0,1.0,WalkIn
58311,Scott,Saunders,M,1958-07-30,1.0,1.0,Social
57884,Elizabeth,Davis,F,1981-03-14,1.0,0.0,Online
57881,Richard,Rush,M,1961-01-17,0.0,0.0,WalkIn
58528,Jay,Rodriguez,M,1984-05-15,1.0,1.0,Newspaper
58560,Claire,Hill,F,1982-04-24,1.0,1.0,WalkIn
58489,Jodi,Jackson,F,2003-07-13,0.0,0.0,WalkIn
58265,Kimberly,Murphy,F,1988-06-06,1.0,0.0,Referral
58371,Teresa,Stone,F,1988-03-10,0.0,0.0,Referral
58616,Amy,Yates,F,1976-12-02,0.0,1.0,Social
58503,John,Glass,M,1962-08-22,0.0,0.0,Online
58579,David,Lewis,M,1974-06-24,1.0,1.0,Social
58008,Diana,Montgomery,F,1996-09-18,0.0,0.0,Social
58424,Kirk,Hernandez,M,1995-05-25,0.0,0.0,Newspaper
58263,Michelle,Wood,F,1991-06-30,1.0,1.0,WalkIn
58021,Mark,Bell,X,1967-12-25,0.0,1.0,Online
58644,Reginald,Griffin,M,1966-07-05,0.0,1.0,WalkIn
58568,Christian,Johnson,M,1983-12-18,0.0,1.0,Social
58410,Charles,Lozano,M,1995-10-15,0.0,0.0,Referral
58613,Clarence,Allen,M,2000-12-19,0.0,0.0,Social
58090,Melinda,Guzman,F,1998-09-17,0.0,0.0,WalkIn
58614,Adam,Baker,M,1970-09-26,0.0,1.0,Online
58230,Patrick,Anderson,M,2007-09-30,0.0,1.0,Social
58603,Justin,Harrison,M,1958-07-03,0.0,0.0,WalkIn
58576,Michael,Fitzgerald,M,1982-12-31,0.0,1.0,Online
58439,Alexandra,Estrada,F,1965-10-14,0.0,1.0,Newspaper
58105,Tracy,Zamora,F,1971-09-25,1.0,0.0,Newspaper
58069,Jonathan,King,M,1978-02-04,0.0,0.0,WalkIn
58583,Sydney,Conrad,F,1954-03-17,1.0,0.0,Social
58011,Patricia,Wyatt,F,1998-09-18,1.0,0.0,WalkIn
58582,Brian,Romero,M,1957-03-28,1.0,0.0,Social
57931,Andrew,Morales,M,2004-09-22,0.0,1.0,WalkIn
58276,Jordan,Burch,F,1967-02-12,0.0,0.0,WalkIn
58397,Lori,Hopkins,F,1967-02-20,1.0,0.0,Referral
58175,Tina,Sweeney,F,1999-12-21,0.0,0.0,Social
58375,Andrew,Lang,M,1975-06-16,1.0,1.0,Online
58319,Erica,Zamora,F,2006-03-17,1.0,1.0,Online
58584,Michele,Lambert,F,1998-04-06,0.0,0.0,WalkIn
58557,Cassandra,Rose,F,1955-08-30,0.0,0.0,Advertisement
58605,Wanda,King,F,1993-02-14,0.0,0.0,WalkIn
58533,Kenneth,Moore,M,1979-06-12,1.0,1.0,Advertisement
58271,Monica,Johnson,F,1993-01-18,1.0,0.0,WalkIn
58552,Theresa,Cardenas,F,2007-10-03,0.0,0.0,Referral
58562,David,Schmidt,M,2000-05-24,1.0,1.0,Social
58068,John,Phillips,M,1958-04-09,1.0,1.0,Social
57839,Joseph,Gonzalez,M,1967-12-20,1.0,1.0,Social
57981,Christian,Bailey,M,1989-02-09,0.0,0.0,Referral
58629,Kristin,Martin,F,1992-08-19,1.0,1.0,Referral
58343,Brandi,Ross,F,1979-03-04,1.0,1.0,Social
58537,Scott,Velasquez,M,1981-12-06,0.0,0.0,WalkIn
57826,Rachel,Short,F,1958-01-27,1.0,1.0,WalkIn
58298,John,Henderson,M,1974-07-07,0.0,1.0,WalkIn
58549,Rachel,Nelson,F,1963-03-21,0.0,0.0,WalkIn
57818,Tiffany,Parker,F,1969-12-07,0.0,0.0,Online
57943,Stacy,Brown,F,2003-10-08,0.0,0.0,Social
58541,Stephanie,Johnson,F,1958-04-09,0.0,0.0,WalkIn
58352,Veronica,Perry,F,1954-12-23,0.0,0.0,Social
57983,Brenda,Richmond,F,1964-09-19,1.0,1.0,Social
58631,Susan,Roberts,F,1960-01-08,0.0,1.0,Social
58272,Austin,Garcia,M,1954-04-07,0.0,0.0,Social
58499,Jason,Garcia,M,1961-05-05,1.0,1.0,Social
58253,Timothy,Mcdonald,M,1969-02-13,0.0,0.0,WalkIn
58561,Michelle,Williams,F,2006-01-14,0.0,0.0,Social
58621,Christina,Booker,F,1995-07-22,1.0,0.0,Advertisement
58637,Benjamin,Morgan,M,1998-02-08,0.0,0.0,Advertisement
57921,Troy,Whitehead,M,1996-03-03,0.0,0.0,Referral
58314,Bonnie,Flores,F,2007-10-23,1.0,1.0,Referral
58428,Steven,Tran,M,1975-12-01,1.0,1.0,Online
58547,Michelle,Sanchez,F,1991-05-12,1.0,0.0,WalkIn
58531,Anthony,Miller,M,2003-02-27,1.0,0.0,WalkIn
57959,Kayla,Bryant,F,1966-03-25,0.0,0.0,WalkIn
58536,Tracey,Larsen,F,2002-12-11,1.0,0.0,WalkIn
58146,Michael,Roberts,M,2002-10-22,0.0,0.0,WalkIn
58586,Megan,Jones,F,1987-01-07,1.0,0.0,WalkIn
58578,Tonya,Copeland,F,1992-12-24,0.0,1.0,WalkIn
58466,Emily,Kennedy,F,1995-02-25,1.0,0.0,Newspaper
58643,Tyler,Zhang,M,1982-04-30,0.0,1.0,Advertisement
58136,William,Hunter,M,1998-04-15,0.0,0.0,Social
58383,David,Clark,M,1977-03-03,0.0,1.0,WalkIn
58587,Brittany,Johnson,F,1955-08-23,1.0,0.0,Online
58468,Cynthia,Young,F,1962-03-14,1.0,1.0,Newspaper
58639,Daniel,Martinez,M,1972-11-24,0.0,1.0,Social
58113,Tracey,Smith,F,1996-02-04,0.0,1.0,WalkIn
58374,Eddie,Dawson,M,1971-05-16,0.0,1.0,Social
58611,Mary,Leach,F,1987-01-23,0.0,0.0,Online
58062,Robert,Soto,M,1993-12-11,0.0,1.0,Social
58538,Joseph,Hernandez,M,1986-01-09,1.0,1.0,WalkIn
58565,James,Brown,M,2004-10-04,1.0,1.0,Advertisement
58551,Jessica,Grimes,F,1984-07-09,0.0,0.0,WalkIn
57897,Christopher,Martinez,M,1962-08-04,1.0,1.0,Newspaper
58067,Valerie,Gray,F,2005-04-14,0.0,0.0,Referral
58312,Cody,Scott,M,1955-06-30,0.0,0.0,Online
58550,Kathleen,Mercer,F,1985-03-17,0.0,0.0,Advertisement
58430,Jenna,Cox,F,1956-10-10,0.0,0.0,Referral
58602,Christian,Valencia,M,1954-05-21,1.0,0.0,WalkIn
58569,Leah,Young,F,1964-06-13,0.0,0.0,Newspaper
58376,Kayla,Anderson,F,2006-02-22,1.0,1.0,Social
58016,Katelyn,Leonard,F,1974-08-17,0.0,0.0,WalkIn
58570,Shawn,Reed,M,1998-02-28,0.0,1.0,Social
58590,Cassandra,Green,F,1978-04-29,1.0,1.0,WalkIn
58495,Edward,Sharp,M,1969-06-17,1.0,1.0,WalkIn
58641,Tyler,Hawkins,M,1981-06-26,0.0,1.0,Social
58523,Veronica,Kim,F,1983-09-07,0.0,0.0,WalkIn
58505,Meghan,Jones,F,1976-03-08,0.0,0.0,WalkIn
57997,Shelby,Miller,F,2007-03-06,0.0,0.0,Social
58391,Paula,Harrison,F,1980-04-09,0.0,1.0,WalkIn
58617,Rebecca,Trujillo,F,1989-09-13,0.0,0.0,Referral
58636,Sarah,Hernandez,F,1958-02-22,0.0,0.0,Social
58511,Richard,Nichols,M,1986-04-03,0.0,0.0,WalkIn
58284,Tyler,Campbell,M,1956-04-25,1.0,0.0,Online
58356,Christopher,Navarro,M,1974-08-10,0.0,0.0,Referral
58119,Donna,Reese,F,2005-07-04,0.0,0.0,Referral
57895,Dana,Cooper,F,1999-08-06,0.0,1.0,WalkIn
58195,Jennifer,Cox,F,1962-06-05,0.0,0.0,WalkIn
58170,Ernest,Baker,M,1959-06-22,1.0,1.0,WalkIn
58296,Hayley,Mcclure,F,1968-06-12,1.0,1.0,Referral
58290,Melissa,Atkins,F,1990-07-23,0.0,1.0,WalkIn
58217,Joseph,Rubio,M,1962-03-03,1.0,0.0,Social
58155,Jason,Walker,M,1971-05-03,0.0,0.0,Referral
58341,David,Reid,M,1971-09-10,1.0,1.0,Advertisement
58581,Penny,Edwards,F,1958-01-27,0.0,0.0,WalkIn
58504,David,Ramirez,M,1980-02-25,0.0,0.0,WalkIn
58589,Lindsey,Smith,F,1967-12-21,0.0,0.0,Advertisement
58606,Erica,Davis,F,1978-06-23,0.0,1.0,Social
58574,Angela,Nelson,F,1957-10-23,0.0,1.0,WalkIn
58559,Julie,Cabrera,F,1999-10-09,0.0,1.0,WalkIn
57913,Brian,Potts,M,1955-05-18,1.0,1.0,Online
58315,Gregory,Mccarthy,M,1963-01-01,1.0,1.0,Advertisement
58244,Michelle,Flores,F,1971-07-09,1.0,1.0,WalkIn
57920,Sarah,Williams,F,1994-04-05,0.0,0.0,WalkIn
57937,Michael,Gonzalez,M,1964-02-26,0.0,1.0,Social
58544,Amber,Green,F,1958-06-13,0.0,1.0,WalkIn
57903,Brenda,Shields,F,2003-01-03,0.0,0.0,Online
58404,Ryan,Brown,M,1977-04-07,0.0,0.0,WalkIn
58363,Richard,Barnes,M,1967-09-30,0.0,0.0,WalkIn
58477,Gabrielle,Clements,F,1994-11-01,0.0,1.0,Social
58366,Jason,Nielsen,M,1977-06-05,1.0,1.0,Online
58029,John,Martinez,M,1994-11-29,1.0,1.0,Referral
57883,Tina,Vargas,F,1999-09-20,0.0,0.0,Online
58348,Elizabeth,Cobb,F,1967-12-16,1.0,1.0,WalkIn
57984,Amanda,Brooks,F,1956-07-06,0.0,1.0,Referral
58327,Douglas,Colon,M,1978-12-06,1.0,0.0,WalkIn
57852,Jacob,Wilson,M,1975-09-20,1.0,1.0,Newspaper
58204,Eileen,Charles,F,1985-03-02,1.0,0.0,Referral
58018,Darryl,Gardner,M,1979-03-26,0.0,0.0,Online
58359,Carl,Buckley,M,1961-03-15,0.0,0.0,Referral
58242,Curtis,Schultz,M,1960-04-18,0.0,1.0,Social
57894,Joseph,Reyes,M,1985-08-15,1.0,1.0,WalkIn
58686,Brittany,Carpenter,F,1961-05-20,0.0,1.0,WalkIn
57908,Suzanne,Gray,F,1987-04-06,0.0,0.0,Online
58333,Shelly,Johnson,F,1971-11-05,0.0,0.0,Social
60097,Andrew,Fisher,M,1954-09-11,0.0,0.0,Newspaper
58426,Daniel,Howard,M,1973-12-11,0.0,1.0,Advertisement
58651,Sandra,Gray,F,1970-01-16,0.0,0.0,Online
57944,Ryan,Sullivan,M,1955-10-15,1.0,0.0,Social
58139,Michael,Scott,M,1988-05-27,0.0,0.0,Social
58057,Jeffrey,Taylor,M,1999-12-08,0.0,0.0,WalkIn
58444,Mark,Anderson,M,1966-04-17,0.0,0.0,Newspaper
58095,Douglas,Walton,M,1990-02-17,0.0,0.0,WalkIn
58385,Brittany,Nelson,F,1999-08-05,0.0,1.0,WalkIn
58406,Christopher,Larson,M,1974-11-05,0.0,0.0,WalkIn
58679,Hayley,Silva,F,1964-09-24,0.0,0.0,Online
58331,David,Freeman,M,1992-12-30,0.0,1.0,Social
58203,Tiffany,Watts,F,1962-10-05,0.0,0.0,Online
57952,Dorothy,Lyons,F,1977-07-19,0.0,1.0,Advertisement
57848,Matthew,Reynolds,M,1990-12-14,1.0,1.0,Social
58112,David,Jefferson,M,1994-06-22,1.0,1.0,WalkIn
58687,Tina,Stewart,F,1963-07-05,0.0,0.0,Social
58107,John,Weeks,M,1972-05-25,1.0,1.0,Referral
58049,Jessica,Hanson,F,1966-01-31,1.0,1.0,Social
58014,Lauren,Morales,F,2005-07-17,1.0,1.0,Online
58657,Leslie,Harvey,F,1973-04-28,1.0,1.0,Online
59815,Andrea,Rocha,F,1992-03-21,0.0,0.0,Social
58222,Anna,Bridges,F,1974-12-17,1.0,0.0,Online
58648,Tony,Harding,M,1956-11-29,1.0,1.0,Online
57858,Jennifer,Ho,F,1996-12-25,1.0,1.0,WalkIn
58190,Taylor,Vargas,F,2001-07-14,0.0,0.0,Referral
58141,David,Stewart,M,1998-04-07,1.0,0.0,Online
58115,David,Brown,M,2001-06-30,0.0,0.0,WalkIn
58106,Jonathan,Gonzalez,M,1970-09-03,0.0,1.0,Newspaper
57954,Stephen,Rodriguez,M,1994-11-15,0.0,0.0,Social
57829,Kevin,Valencia,M,1958-12-12,0.0,0.0,Newspaper
58188,Scott,Sutton,M,1986-11-21,0.0,1.0,Social
58414,Eric,Johnson,M,1999-05-03,0.0,0.0,Social
58425,Manuel,Summers,M,1994-01-19,0.0,0.0,WalkIn
58361,Monique,Knight,F,1967-05-23,1.0,1.0,Social
58111,Eric,Baker,M,2007-04-27,0.0,0.0,Referral
58485,Elizabeth,Lee,F,1970-07-23,0.0,1.0,WalkIn
58166,Jennifer,Hamilton,F,1995-02-25,1.0,0.0,WalkIn
58450,Anna,Riley,F,1955-01-14,0.0,0.0,WalkIn
58419,Lisa,Kelly,F,1965-12-19,1.0,0.0,WalkIn
58267,Kayla,Berry,F,1993-12-13,1.0,1.0,WalkIn
58394,Richard,Frazier,M,2004-06-01,0.0,0.0,Online
58684,Ashley,Peck,F,1989-01-11,1.0,1.0,Advertisement
58237,Robert,Munoz,M,1980-01-10,1.0,0.0,Newspaper
58167,Margaret,Taylor,F,1990-05-23,0.0,0.0,Online
58292,Brandon,Jones,M,1981-12-11,0.0,1.0,Social
58152,Eric,Bowman,M,1984-12-28,0.0,0.0,Advertisement
58282,Tanya,Butler,F,1989-12-11,1.0,0.0,Social
58052,Joanne,Miller,F,2007-09-06,1.0,1.0,Newspaper
58259,Elizabeth,Sullivan,F,1964-08-10,0.0,0.0,WalkIn
58344,Kyle,Brown,M,1995-12-14,0.0,1.0,Referral
58264,Julie,Delgado,F,1962-12-13,1.0,1.0,Referral
58474,Denise,Sandoval,F,1972-02-04,0.0,1.0,Online
58133,Teresa,Ortiz,F,1957-07-26,0.0,0.0,Online
58681,Ashley,Smith,F,1957-05-28,0.0,1.0,Online
58659,Brittany,Schmidt,F,1998-12-31,1.0,0.0,WalkIn
58692,Thomas,Ball,M,1988-04-14,1.0,1.0,Referral
58395,Kevin,Adams,M,1973-01-15,1.0,0.0,Advertisement
57964,Emily,Thomas,F,1989-06-15,1.0,1.0,Online
57978,Leah,Miller,F,1960-05-18,0.0,0.0,WalkIn
58367,Barbara,Jenkins,F,1982-05-12,1.0,1.0,WalkIn
58403,Becky,Ross,F,1969-08-26,0.0,1.0,WalkIn
58467,John,Kim,M,2005-01-08,0.0,1.0,Newspaper
58479,Deborah,Whitaker,F,1982-06-16,0.0,1.0,Referral
58169,Monica,York,F,1988-11-03,0.0,1.0,Referral
58032,Mark,West,M,1959-07-25,0.0,0.0,WalkIn
58082,Leslie,Murray,F,1968-12-29,0.0,0.0,Newspaper
58299,Lindsey,Johnson,F,1966-06-24,0.0,0.0,WalkIn
58093,Traci,Mejia,F,1988-11-17,0.0,0.0,WalkIn
58091,Jessica,Mccoy,F,1966-08-25,1.0,1.0,WalkIn
58443,Matthew,Jordan,M,1974-01-09,0.0,0.0,Newspaper
58342,James,Bonilla,M,1959-04-27,0.0,0.0,Referral
57925,Lee,Schmidt,M,1981-10-06,0.0,0.0,Social
57856,Erika,Thompson,F,1974-02-15,0.0,0.0,Online
57879,Anthony,Lee,M,1999-01-18,0.0,0.0,Referral
58229,Barbara,Barrera,F,1958-07-26,0.0,0.0,Referral
58122,Julie,Brady,F,1990-05-10,0.0,0.0,WalkIn
58671,Chris,Hill,M,1983-05-22,1.0,1.0,WalkIn
58646,Melanie,Burns,F,2007-03-18,1.0,1.0,Advertisement
57962,Robert,Lee,M,2006-11-04,0.0,1.0,WalkIn
58690,Jeff,Johnson,M,2005-02-12,1.0,1.0,WalkIn
58357,Kimberly,Phillips,F,1961-10-17,0.0,0.0,WalkIn
58231,Janet,May,F,1984-01-07,0.0,0.0,Newspaper
58431,Matthew,Aguirre,M,1980-07-09,1.0,1.0,Online
58484,Brian,Freeman,M,1955-08-12,1.0,1.0,Referral
58521,Lisa,Cole,F,1979-08-03,0.0,0.0,Social
57822,Margaret,Jackson,F,1964-01-11,1.0,1.0,Referral
58130,Bradley,Long,M,1985-09-26,0.0,0.0,WalkIn
57901,Steven,Nguyen,M,1993-12-10,0.0,1.0,WalkIn
58038,Lance,Scott,M,1996-07-06,0.0,0.0,WalkIn
58349,Latoya,Nelson,F,1954-08-23,0.0,1.0,Newspaper
58266,James,Carter,M,1985-12-08,0.0,1.0,Online
58098,David,Dennis,M,2007-06-06,0.0,1.0,Social
58013,Sara,Alexander,F,2002-12-29,0.0,0.0,Newspaper
58330,Andrew,Morris,M,2006-09-02,0.0,0.0,Online
58031,Robert,Lawson,M,1971-06-26,1.0,1.0,Online
58415,Melissa,Barnes,F,1982-09-22,0.0,1.0,Social
57819,Cristina,Martin,F,1986-01-12,1.0,1.0,Online
57838,Megan,Sanchez,F,2001-08-14,0.0,0.0,Social
57906,Kimberly,Lopez,F,1988-04-20,1.0,1.0,Referral
57891,Noah,Elliott,M,1960-04-18,0.0,1.0,Social
58674,Derek,Mccoy,M,1972-10-30,1.0,1.0,Advertisement
58004,William,Wood,M,1963-10-08,0.0,0.0,Advertisement
58206,Jessica,Mitchell,F,1960-02-08,0.0,1.0,Online
57979,Ashley,Arnold,F,1973-11-07,1.0,0.0,Referral
58654,Thomas,Love,M,2004-12-27,1.0,1.0,Newspaper
60664,Matthew,Pittman,X,1956-05-11,1.0,1.0,WalkIn
58281,Lori,Calderon,X,2002-12-22,0.0,1.0,Referral
58002,Thomas,Nolan,M,1976-07-10,0.0,0.0,WalkIn
58454,John,Schultz,M,1974-03-31,0.0,0.0,WalkIn
57955,Tristan,Mcdaniel,M,1995-10-23,0.0,1.0,Referral
58103,Kelly,Olsen,F,1968-07-25,0.0,1.0,WalkIn
57868,Johnny,Ray,M,1961-06-28,0.0,0.0,Online
57929,Chelsea,Young,F,1980-12-24,0.0,1.0,Online
58482,Jesus,Owens,M,1979-11-02,1.0,1.0,WalkIn
58494,Bryan,Vaughan,M,1959-09-27,1.0,1.0,WalkIn
58329,Joseph,Estrada,M,1990-12-09,1.0,1.0,WalkIn
58137,Danielle,Bolton,F,2007-11-29,0.0,1.0,WalkIn
58000,Michelle,Ferguson,F,2002-07-15,0.0,0.0,Advertisement
59799,Daniel,Bauer,M,1990-02-17,1.0,1.0,WalkIn
58159,Dominic,Boyer,M,1968-05-10,0.0,0.0,WalkIn
58073,Elizabeth,Santos,F,1954-11-28,1.0,0.0,WalkIn
58088,Gabrielle,Allen,F,1969-10-30,1.0,0.0,Online
57841,Patricia,Raymond,F,1966-10-13,0.0,0.0,Newspaper
58390,Brian,Mitchell,M,1975-06-14,0.0,0.0,Referral
57867,Ruth,Wilson,F,2005-06-01,0.0,0.0,Social
58377,Alfred,Burke,M,1981-05-08,1.0,0.0,Referral
58164,Joseph,Reid,M,1997-07-04,1.0,1.0,Online
58227,Jason,Washington,M,1994-06-05,1.0,0.0,Social
58150,Mark,Williams,M,1971-07-11,0.0,0.0,Newspaper
58653,Karen,Smith,F,1973-04-02,0.0,0.0,Social
58480,John,Brown,M,1994-01-24,0.0,0.0,Online
57846,Kristen,Hansen,F,2005-08-14,0.0,0.0,WalkIn
57938,Teresa,Thompson,F,1972-03-13,1.0,1.0,Social
57993,Tiffany,Gay,F,2003-02-21,0.0,0.0,WalkIn
58197,Ashley,Beltran,F,1997-11-17,1.0,1.0,Social
57977,Lindsay,Adams,F,1973-09-26,0.0,1.0,Newspaper
58047,Tamara,Clark,X,1958-07-11,0.0,0.0,Social
58427,Nicole,Hall,F,1956-02-21,1.0,1.0,Social
59051,Brittney,Montgomery,F,1967-10-11,0.0,1.0,WalkIn
58685,Samuel,Cannon,M,1967-05-02,0.0,1.0,Advertisement
57960,Catherine,Miller,F,1960-02-07,0.0,1.0,Referral
58398,Corey,Peters,M,1958-10-31,1.0,1.0,WalkIn
57851,Jonathan,Smith,M,1984-10-21,1.0,1.0,WalkIn
58882,Andrew,Garcia,M,1958-11-20,0.0,1.0,Referral
57933,Michael,Hill,M,1978-08-02,0.0,0.0,Social
57971,Gary,Davis,M,1958-10-24,0.0,0.0,Social
58257,Susan,Clayton,F,1964-02-25,0.0,0.0,WalkIn
57825,Donna,Jackson,F,1972-06-19,0.0,0.0,Social
58247,Kathleen,Moses,F,1984-05-14,0.0,0.0,Social
57893,Adam,Obrien,M,1967-11-12,0.0,0.0,Social
58256,Patricia,Valentine,F,1997-02-21,0.0,0.0,WalkIn
58509,Victoria,Peters,F,1981-10-13,1.0,0.0,Newspaper
59215,Michael,Horne,M,1997-10-10,1.0,0.0,Social
58005,John,Bradford,M,1996-02-05,0.0,0.0,Online
57876,Mark,Hickman,M,1979-07-18,0.0,0.0,WalkIn
57948,Jennifer,Chang,F,1967-05-28,0.0,1.0,Social
57859,Zachary,Fields,M,1987-06-12,0.0,0.0,Advertisement
58355,Claire,Hoffman,F,1981-01-11,1.0,1.0,Social
58268,Erin,Calhoun,F,1964-04-09,0.0,1.0,WalkIn
58129,April,West,F,1996-07-18,1.0,1.0,Newspaper
57942,Matthew,Knapp,M,1971-04-26,0.0,1.0,WalkIn
58513,Jason,Watts,M,1963-04-16,0.0,0.0,Referral
58463,Melissa,Floyd,F,1999-12-08,0.0,0.0,Online
58777,Jennifer,Hernandez,F,1963-05-26,0.0,1.0,WalkIn
58157,Edward,Benton,M,1987-08-11,0.0,1.0,Newspaper
58241,Colleen,Jones,X,1971-11-04,1.0,0.0,Social
58318,Julie,Dickerson,F,1988-12-18,1.0,0.0,Referral
57875,Eric,Martinez,M,1964-11-10,0.0,0.0,Newspaper
58500,Brittany,Ray,F,1999-02-21,0.0,0.0,Social
58453,David,Wright,M,1999-03-20,0.0,0.0,Social
57874,Cheryl,Barnes,F,1988-06-20,0.0,0.0,Social
58675,Jeremy,Nichols,M,1954-07-10,1.0,1.0,WalkIn
58147,Eric,Foster,M,2006-04-15,0.0,0.0,Newspaper
58645,Donna,Smith,F,1966-08-09,0.0,1.0,WalkIn
58392,Larry,Jones,M,1993-07-12,1.0,1.0,Referral
58676,Tammy,Smith,F,2005-01-15,0.0,0.0,WalkIn
58022,Anita,Lopez,F,1991-04-07,0.0,0.0,Social
58186,Donna,Rodgers,F,1993-09-14,1.0,0.0,Social
58212,Brett,Williams,M,2003-04-12,0.0,0.0,WalkIn
58663,Douglas,Blair,M,1997-09-17,1.0,1.0,WalkIn
57928,Douglas,Jimenez,M,1972-03-10,1.0,1.0,Social
58358,Samantha,Chandler,F,1970-06-14,0.0,0.0,Online
57967,Brenda,Hart,F,1975-10-04,1.0,1.0,Referral
57966,Matthew,Hayes,M,1965-06-22,0.0,0.0,WalkIn
58696,Sonya,Mcknight,F,1956-03-20,0.0,0.0,Referral
58168,Jennifer,Garcia,F,1963-01-23,0.0,0.0,Online
58370,Andre,Lopez,M,2004-12-16,0.0,1.0,Referral
58418,Michael,Edwards,M,1968-07-24,0.0,0.0,Online
58198,Jack,Castaneda,M,2001-10-24,0.0,0.0,Social
58667,Kimberly,Singh,F,1970-01-23,1.0,1.0,Referral
58132,Nicholas,Schroeder,M,1969-02-21,1.0,1.0,Social
58043,Nicholas,Harmon,M,1994-01-18,0.0,1.0,Social
58243,Darrell,Holmes,M,2005-07-13,1.0,1.0,Online
58386,Brianna,Downs,F,1986-07-23,1.0,1.0,Social
58145,Sarah,Johnston,F,1958-12-08,0.0,0.0,WalkIn
58063,Ryan,Miller,M,1966-02-28,0.0,0.0,Social
58440,Leah,Goodwin,F,1978-11-07,1.0,1.0,Social
57823,Seth,Ryan,M,1988-07-21,0.0,0.0,Referral
57946,Seth,Obrien,M,2006-07-01,0.0,0.0,Social
57975,Christopher,Dominguez,M,1972-12-08,1.0,0.0,Social
57927,Brandon,Jones,M,1961-08-12,0.0,0.0,Referral
58313,Sydney,Mccormick,F,1963-06-03,0.0,1.0,Referral
58650,Laura,Kelley,F,1999-04-04,1.0,1.0,Referral
57866,Adrian,Edwards,M,1994-05-03,0.0,0.0,Online
58452,Diana,Frye,X,2000-10-06,1.0,1.0,Advertisement
58438,John,Forbes,M,1994-02-19,0.0,0.0,Social
58055,Justin,Johnson,M,2004-01-16,0.0,0.0,Advertisement
58293,Adrian,Smith,M,1998-04-28,0.0,0.0,WalkIn
58185,Eileen,Schmidt,X,1980-01-31,0.0,0.0,WalkIn
58225,Brian,Mccarty,M,1994-12-04,1.0,0.0,Online
58283,Rose,Cole,F,1980-10-18,0.0,1.0,Social
58214,Robert,Young,M,1987-06-23,0.0,1.0,Online
58669,Amy,Mclaughlin,F,1987-08-21,1.0,1.0,Referral
57831,Nathan,Buchanan,M,1998-02-06,0.0,0.0,Newspaper
59415,Julie,Nicholson,F,1970-10-28,0.0,0.0,Social
57915,Maria,Barron,F,1992-07-11,0.0,1.0,Referral
57860,Christopher,Wiggins,M,1967-02-14,1.0,1.0,Social
58678,Christopher,Green,M,1991-10-15,1.0,1.0,Referral
58437,Robert,Perry,M,1969-07-06,0.0,0.0,WalkIn
